monto,hora,distancia_km,ingreso_mensual,fraude
1883400.0,8,914.48,12201000.0,0
9421300.0,8,463.87,16323000.0,1
7877500.0,15,565.42,6044000.0,0
6390600.0,21,271.44,3090000.0,0
6596400.0,9,581.74,9017000.0,0
5461100.0,22,528.74,6777000.0,1
9172700.0,21,777.42,25870000.0,0
2333400.0,5,698.42,11705000.0,1
5993600.0,12,120.59,16126000.0,1
8142600.0,4,934.94,10073000.0,0
1348500.0,1,834.46,12917000.0,0
6155500.0,18,583.1,23110000.0,1
4028900.0,22,669.75,6948000.0,1
7660600.0,3,88.97,2149000.0,0
678100.0,5,251.19,13095000.0,1
6068500.0,0,958.17,22580000.0,0
8570900.0,2,258.43,25735000.0,0
6283900.0,8,533.44,4522000.0,0
3214100.0,15,867.78,5560000.0,1
6558300.0,5,203.72,17934000.0,0
3382200.0,22,975.92,29012000.0,0
6686300.0,12,24.04,25017000.0,1
1284300.0,2,778.34,13730000.0,1
2800600.0,2,177.09,9766000.0,1
328200.0,18,228.59,2238000.0,0
840000.0,3,24.88,13635000.0,0
5548100.0,3,376.52,27952000.0,0
2317800.0,6,307.84,16628000.0,0
5161300.0,12,313.46,24403000.0,0
6596000.0,2,582.14,10193000.0,0
8812000.0,4,345.93,1950000.0,0
3551300.0,22,368.46,28545000.0,1
3187500.0,13,197.97,14273000.0,1
3137400.0,14,126.96,15125000.0,1
1179400.0,23,756.6,1154000.0,1
6632200.0,3,205.54,12490000.0,0
8196700.0,10,345.76,22526000.0,0
4730600.0,7,19.78,17285000.0,0
5583400.0,2,616.88,26417000.0,1
9584800.0,6,172.44,4144000.0,1
6989500.0,19,936.14,26880000.0,1
7450600.0,7,571.52,1399000.0,1
8895100.0,3,211.2,21401000.0,1
2158700.0,15,548.2,21404000.0,0
6502000.0,0,192.22,3222000.0,1
7174200.0,5,835.25,13646000.0,0
8422400.0,11,145.79,26306000.0,1
3438500.0,5,713.13,9223000.0,0
6888300.0,2,61.17,1561000.0,0
6044400.0,12,291.46,12269000.0,1
4094200.0,18,545.16,9637000.0,0
1017800.0,22,568.04,12281000.0,1
3531100.0,12,898.15,3951000.0,1
9634900.0,10,109.95,9669000.0,0
2166000.0,3,729.75,8352000.0,1
1137300.0,16,839.59,12359000.0,0
3677400.0,23,125.49,6040000.0,0
1010700.0,3,137.2,23677000.0,0
2672700.0,20,672.34,23410000.0,0
9144600.0,20,610.49,20956000.0,0
3188500.0,5,884.34,15052000.0,0
5859300.0,2,744.89,23766000.0,0
2388200.0,23,179.06,29489000.0,1
6680100.0,6,247.69,13677000.0,0
1277400.0,2,662.63,16625000.0,0
7898300.0,15,399.02,23719000.0,0
4230000.0,3,154.7,17260000.0,1
1837400.0,1,308.5,12350000.0,0
7582700.0,3,423.23,3806000.0,0
5543300.0,8,0.54,12925000.0,1
4382000.0,17,609.96,23097000.0,0
2407000.0,19,389.09,20168000.0,1
7813900.0,1,58.16,13144000.0,0
3653500.0,6,722.66,3958000.0,0
431900.0,16,930.36,7618000.0,0
9653700.0,10,120.39,8720000.0,0
305600.0,15,458.95,13531000.0,0
1205600.0,3,785.27,15970000.0,1
4658700.0,21,204.84,28598000.0,0
2079300.0,20,150.06,16448000.0,1
3352000.0,14,907.05,2813000.0,1
5676100.0,0,698.66,24435000.0,0
9578500.0,19,295.47,13570000.0,1
9363200.0,1,510.93,8938000.0,1
739900.0,3,690.82,29774000.0,1
8533300.0,3,216.08,12752000.0,1
1679100.0,4,555.74,11001000.0,1
8114500.0,18,421.37,23240000.0,1
2964200.0,17,552.84,4272000.0,1
7178600.0,21,652.69,18457000.0,1
7188200.0,0,111.68,17240000.0,0
8505700.0,1,46.9,25359000.0,0
9796300.0,21,681.58,18727000.0,0
2755500.0,16,528.48,6564000.0,1
6283500.0,20,78.51,11326000.0,0
7392900.0,9,663.12,2566000.0,1
797200.0,19,1.18,9624000.0,0
6630000.0,14,655.23,18593000.0,0
3215800.0,16,135.2,10181000.0,0
1615500.0,19,27.18,29725000.0,1
5495200.0,15,627.86,20692000.0,0
4619400.0,17,841.14,6707000.0,1
5771200.0,2,940.65,2077000.0,0
6419500.0,21,677.9,16078000.0,0
4987200.0,0,651.59,12267000.0,1
9051600.0,4,428.43,25468000.0,0
1780000.0,9,273.03,21413000.0,0
2888600.0,0,506.53,9198000.0,0
3562900.0,5,671.45,6067000.0,1
7744000.0,4,392.65,6846000.0,1
6521300.0,2,637.96,24495000.0,1
2065000.0,13,631.18,9785000.0,1
7444700.0,14,901.04,13537000.0,0
7715600.0,9,470.12,6132000.0,0
7702600.0,18,350.81,6872000.0,1
784700.0,7,461.14,4890000.0,0
2122200.0,7,869.66,7345000.0,0
8954000.0,4,933.94,26056000.0,0
8794400.0,16,870.95,13723000.0,0
2056500.0,6,403.78,4436000.0,1
5514200.0,20,8.51,22452000.0,0
2627600.0,4,27.94,9120000.0,1
4163400.0,20,156.08,19070000.0,0
210400.0,3,42.41,25120000.0,1
2818300.0,2,993.53,23757000.0,0
2707500.0,14,777.81,7772000.0,1
9191400.0,17,103.94,5528000.0,1
5880100.0,4,618.63,25061000.0,0
1776000.0,21,197.48,29755000.0,0
4276200.0,8,316.39,22169000.0,1
4929900.0,2,91.91,18194000.0,0
6374000.0,1,577.14,13223000.0,0
5324900.0,2,266.71,7024000.0,0
4210500.0,17,51.09,11781000.0,0
3108600.0,12,326.88,16692000.0,1
5750400.0,23,236.81,9611000.0,1
9758300.0,18,11.53,6293000.0,1
5530300.0,0,33.5,3051000.0,1
8870200.0,22,944.09,5234000.0,1
153700.0,17,712.3,12764000.0,1
2031800.0,22,711.15,13455000.0,0
8647800.0,5,18.09,29167000.0,0
5695200.0,1,468.21,20281000.0,1
4876100.0,7,486.98,16995000.0,0
3688700.0,2,112.35,6052000.0,1
2953400.0,1,424.87,29156000.0,0
6788600.0,23,801.0,26725000.0,1
3658000.0,22,476.59,11151000.0,1
4352900.0,16,637.0,16409000.0,0
7768700.0,5,74.6,29935000.0,0
9461900.0,2,600.48,2550000.0,1
9936600.0,19,270.18,14888000.0,0
4849700.0,1,61.92,13631000.0,0
1382600.0,1,324.48,18346000.0,0
250200.0,21,26.09,2772000.0,1
4947100.0,8,425.74,4783000.0,1
764500.0,11,429.28,14858000.0,0
1178000.0,2,771.16,20324000.0,0
2349200.0,5,651.33,12441000.0,0
9919900.0,11,123.91,22361000.0,0
1623100.0,9,401.5,1145000.0,1
1102200.0,3,663.93,20003000.0,0
9159300.0,18,66.93,26946000.0,1
6221100.0,17,531.24,3633000.0,1
7399300.0,10,717.24,14468000.0,1
3548000.0,7,128.72,10947000.0,0
9338400.0,15,702.94,26704000.0,1
9761000.0,17,202.72,19685000.0,1
5585000.0,7,421.01,1407000.0,0
9868400.0,11,360.21,13614000.0,1
5058400.0,13,586.22,14926000.0,1
4398000.0,3,492.7,5177000.0,0
7854600.0,13,227.71,27976000.0,1
6442800.0,4,497.36,8035000.0,0
2006100.0,22,630.56,15441000.0,1
5149900.0,20,200.24,9077000.0,1
165600.0,0,465.56,14580000.0,0
8756700.0,18,329.72,10552000.0,1
5424900.0,1,22.27,26069000.0,1
462800.0,1,656.98,4167000.0,1
9377700.0,13,233.84,10127000.0,0
9994400.0,20,669.57,12035000.0,0
7373300.0,17,881.0,29925000.0,1
4313800.0,12,216.11,5160000.0,0
5914600.0,21,984.52,3684000.0,1
103300.0,7,810.97,14072000.0,0
1085400.0,21,423.85,26805000.0,0
3310700.0,21,106.47,9246000.0,1
4113300.0,17,506.08,10325000.0,1
7559700.0,20,513.65,5844000.0,1
1708100.0,10,418.85,10992000.0,1
1161900.0,13,626.82,3124000.0,0
6974900.0,7,206.05,6747000.0,0
8880400.0,21,853.36,4069000.0,0
8796800.0,8,465.36,15281000.0,1
7419400.0,16,758.83,25546000.0,0
9835700.0,8,823.02,24654000.0,1
5221400.0,8,296.17,7272000.0,0
7744900.0,7,418.56,16175000.0,0
4172400.0,3,637.98,16264000.0,1
3533200.0,2,276.15,24953000.0,0
9108300.0,15,154.34,3775000.0,0
4307600.0,12,625.25,24551000.0,0
7465000.0,22,392.67,6697000.0,1
4970700.0,3,725.93,2958000.0,1
1123000.0,10,485.02,8713000.0,1
1269600.0,0,473.75,15336000.0,0
5101700.0,0,471.51,6300000.0,0
7077100.0,1,318.8,15375000.0,1
7425100.0,11,306.78,28966000.0,1
3357600.0,22,746.15,15294000.0,1
93100.0,19,533.77,21536000.0,0
5334000.0,20,349.32,7396000.0,1
1896500.0,1,358.5,13610000.0,1
3201900.0,21,577.87,4551000.0,0
5664900.0,16,407.33,25745000.0,1
3918900.0,11,166.04,1462000.0,0
4590600.0,8,499.05,29638000.0,0
505500.0,0,12.9,11303000.0,0
1831000.0,20,511.43,22548000.0,1
8419100.0,5,140.09,29681000.0,0
5119300.0,7,893.63,18953000.0,1
8851300.0,14,94.17,13005000.0,0
8573200.0,18,969.85,25772000.0,1
1932500.0,13,613.3,29907000.0,0
3996600.0,11,813.06,20546000.0,1
5258300.0,3,775.28,1464000.0,0
976100.0,10,971.78,25022000.0,0
854500.0,4,476.1,20389000.0,0
8415000.0,8,802.71,18318000.0,1
8267300.0,3,192.74,9719000.0,1
3833500.0,23,128.51,23390000.0,1
7066100.0,17,959.43,9281000.0,0
5179800.0,21,975.01,19911000.0,1
7476800.0,8,738.44,22350000.0,0
3152500.0,10,710.59,28039000.0,1
4740900.0,3,146.84,12125000.0,0
8929700.0,0,431.18,15251000.0,1
8166600.0,20,389.11,28526000.0,0
3100300.0,17,465.99,25134000.0,1
8817800.0,10,398.54,8482000.0,0
3987800.0,13,445.22,13037000.0,0
6824100.0,2,924.99,26061000.0,0
7115400.0,13,979.75,8751000.0,0
4017400.0,23,917.22,27534000.0,0
8271100.0,4,323.55,26303000.0,0
4654100.0,20,279.17,23321000.0,1
9606900.0,21,959.6,20455000.0,1
9367100.0,23,995.1,28127000.0,1
9002800.0,7,617.64,13478000.0,1
9083600.0,5,168.82,27723000.0,1
1471300.0,14,300.52,20738000.0,0
6483700.0,17,440.04,26082000.0,0
7411400.0,21,892.11,12479000.0,0
5288100.0,23,131.26,22316000.0,0
5292700.0,8,688.34,5870000.0,1
2015100.0,16,565.36,10082000.0,1
1608700.0,12,567.39,7104000.0,0
7831600.0,0,377.66,9658000.0,0
1496900.0,5,311.41,3957000.0,0
7282200.0,1,502.58,13226000.0,0
771600.0,14,781.29,1743000.0,1
4123100.0,8,637.17,23876000.0,1
241100.0,17,225.62,25703000.0,1
6604100.0,19,358.09,15844000.0,1
2929900.0,0,125.89,27634000.0,1
4677500.0,4,860.68,24218000.0,0
2865200.0,15,770.34,6322000.0,1
5158200.0,3,468.92,13851000.0,1
6576800.0,22,79.72,4519000.0,1
1670000.0,14,970.72,10067000.0,1
7770700.0,3,566.26,6718000.0,1
7825400.0,19,4.79,8916000.0,1
9421700.0,13,153.94,17923000.0,1
3807600.0,19,957.23,21870000.0,0
8731400.0,8,760.82,29218000.0,0
937800.0,23,288.41,22501000.0,1
9939100.0,19,529.4,29624000.0,0
2122900.0,2,565.65,19116000.0,1
3739100.0,20,586.02,12585000.0,0
935900.0,2,310.96,26687000.0,0
8351600.0,3,951.54,11426000.0,1
4859800.0,2,982.24,27439000.0,1
9624100.0,19,210.71,12261000.0,0
1447000.0,1,259.14,5813000.0,1
8918300.0,18,594.35,25105000.0,0
3596100.0,22,54.69,16814000.0,0
2363700.0,11,634.87,2274000.0,1
6571600.0,5,348.7,9150000.0,1
302900.0,3,681.49,7012000.0,0
5255200.0,12,724.79,3782000.0,1
4736600.0,1,29.39,16235000.0,1
486000.0,15,324.7,5559000.0,1
4342400.0,0,187.85,9904000.0,1
3049900.0,21,659.41,5687000.0,0
2487200.0,23,189.61,23583000.0,0
9303000.0,1,477.16,23295000.0,1
5983400.0,16,342.56,1933000.0,0
1542400.0,19,978.14,4471000.0,1
7571600.0,7,952.09,29067000.0,1
3696300.0,5,566.57,23223000.0,0
5988900.0,8,460.58,8410000.0,1
3800000.0,16,722.95,1544000.0,1
6385800.0,14,404.1,24621000.0,0
6819700.0,19,561.04,20803000.0,1
2836100.0,19,439.1,8271000.0,1
8310700.0,14,444.71,6858000.0,0
6181700.0,20,651.21,16541000.0,0
6053100.0,18,846.5,20658000.0,1
2180800.0,3,820.2,18410000.0,1
2540400.0,6,493.56,28251000.0,1
3954400.0,7,115.82,25963000.0,0
339700.0,16,937.92,10786000.0,1
548300.0,16,326.15,29602000.0,0
6627200.0,19,804.54,2067000.0,1
3165500.0,1,140.16,7806000.0,1
7202700.0,15,33.2,9708000.0,0
749200.0,18,43.32,6955000.0,1
7401600.0,0,722.02,8708000.0,1
2142600.0,12,423.88,2041000.0,0
8695600.0,6,489.38,11570000.0,0
9065400.0,17,665.69,4539000.0,1
6893400.0,14,904.75,5335000.0,0
3943500.0,10,512.08,28870000.0,1
257500.0,2,709.38,28490000.0,0
7611400.0,6,337.63,19240000.0,1
5628600.0,12,338.34,21465000.0,1
823800.0,16,944.6,10270000.0,0
5707800.0,2,858.93,26284000.0,1
62600.0,20,908.36,8390000.0,0
4514300.0,2,506.43,14204000.0,1
6133000.0,21,218.03,9261000.0,0
8026800.0,13,679.96,17371000.0,0
2906800.0,14,494.3,9399000.0,1
2321200.0,13,119.87,27276000.0,1
3311600.0,8,374.07,23256000.0,1
592900.0,15,98.79,7938000.0,1
9315100.0,10,568.99,11877000.0,1
8806500.0,16,731.25,3318000.0,1
6021800.0,17,150.29,13011000.0,0
746800.0,17,198.79,15924000.0,0
837200.0,17,202.85,15050000.0,0
9320900.0,13,244.09,25085000.0,0
1250900.0,11,840.05,19846000.0,1
1457500.0,4,283.28,23339000.0,0
7854900.0,20,470.39,20678000.0,1
3016000.0,13,914.33,20175000.0,0
4116100.0,21,872.35,10528000.0,0
4100800.0,12,783.84,6772000.0,0
7001000.0,23,549.5,15793000.0,1
4723900.0,10,257.47,16986000.0,1
8122200.0,15,440.62,17744000.0,0
4959900.0,5,43.5,11444000.0,0
2905300.0,0,530.49,7434000.0,0
1946600.0,5,940.33,27033000.0,1
7550400.0,9,674.16,4210000.0,0
2195900.0,10,817.55,10469000.0,0
6089500.0,4,990.63,26700000.0,1
6014400.0,19,119.37,1933000.0,1
9632500.0,3,675.91,29153000.0,1
897100.0,8,101.41,14119000.0,0
2076000.0,10,679.76,2580000.0,1
6615900.0,15,132.34,10121000.0,0
3309700.0,21,421.49,23949000.0,1
1286700.0,2,246.59,1440000.0,0
8953800.0,3,828.41,6695000.0,1
7315000.0,23,144.46,12919000.0,0
2226300.0,3,255.19,28613000.0,1
953000.0,1,500.25,14782000.0,0
8424300.0,22,964.82,1620000.0,0
5700000.0,20,962.15,1476000.0,1
9295900.0,23,2.21,25678000.0,1
5172300.0,0,108.24,6769000.0,1
2309600.0,23,419.7,12669000.0,1
1336500.0,15,859.87,22128000.0,1
4179700.0,12,471.62,25386000.0,1
6840500.0,5,304.05,13253000.0,0
44000.0,20,805.61,11330000.0,0
3954100.0,7,605.12,22176000.0,0
4038900.0,19,356.08,2403000.0,0
6710400.0,16,430.94,19539000.0,1
1950400.0,13,859.32,24847000.0,1
8760800.0,17,657.7,26041000.0,0
3251600.0,3,872.8,13954000.0,0
8268300.0,6,151.09,9960000.0,0
8276400.0,13,87.22,7143000.0,1
8848900.0,0,995.86,13983000.0,1
2589000.0,17,889.89,12154000.0,1
8398800.0,5,417.36,11751000.0,1
2305800.0,6,931.75,17384000.0,0
3995000.0,10,209.99,11868000.0,1
1777700.0,2,341.77,26084000.0,1
4841800.0,10,913.71,23505000.0,0
752900.0,14,842.54,12526000.0,0
9568500.0,9,709.16,5088000.0,1
131000.0,2,677.72,8401000.0,1
4966500.0,14,184.04,21896000.0,0
8381100.0,16,380.88,15202000.0,1
1326000.0,17,991.8,19304000.0,1
5971400.0,6,298.68,1992000.0,0
5311300.0,14,65.74,25256000.0,1
7575600.0,12,549.56,22075000.0,1
6986200.0,14,282.76,29927000.0,1
8250300.0,2,868.73,28910000.0,0
7933000.0,4,413.72,24780000.0,1
5829000.0,0,589.37,28239000.0,0
3500300.0,4,765.38,14341000.0,0
1075200.0,11,236.76,22481000.0,0
1639000.0,12,873.46,4499000.0,1
8712200.0,21,336.0,24442000.0,1
2665700.0,2,879.79,1973000.0,1
8940400.0,18,714.36,25923000.0,1
3061600.0,17,781.69,29185000.0,0
573500.0,7,901.03,17068000.0,1
2900700.0,10,826.56,4193000.0,0
3847100.0,21,852.44,7404000.0,0
1037700.0,17,804.64,9413000.0,1
4298200.0,17,332.83,7053000.0,1
7979600.0,8,481.0,22326000.0,1
4138800.0,3,63.17,28699000.0,0
4937800.0,22,221.79,3307000.0,0
9987700.0,5,674.06,22560000.0,0
2154000.0,23,478.19,20341000.0,0
5439600.0,15,980.4,5643000.0,1
9877600.0,8,243.98,1587000.0,0
4957700.0,7,263.54,23152000.0,1
5914600.0,20,463.93,7039000.0,0
5467500.0,18,576.96,2509000.0,1
1153600.0,7,443.02,28545000.0,1
7161600.0,4,213.97,19195000.0,1
9120800.0,18,18.38,12795000.0,0
9265800.0,12,689.59,5318000.0,1
5867100.0,16,468.12,6000000.0,0
3525800.0,12,721.36,20987000.0,1
6755400.0,3,516.07,24786000.0,1
9446200.0,12,651.13,8189000.0,1
9781400.0,17,627.25,12073000.0,1
2830300.0,17,586.51,15078000.0,0
9356900.0,17,830.25,21150000.0,1
7303200.0,1,979.66,22855000.0,0
8718500.0,10,748.29,24897000.0,0
1675600.0,18,146.38,27610000.0,0
9762500.0,17,703.35,22232000.0,1
7535400.0,11,594.22,13720000.0,1
1666000.0,23,264.03,11170000.0,1
5401700.0,2,284.75,22290000.0,0
1116200.0,1,710.14,25762000.0,0
7246200.0,6,816.67,25114000.0,1
5952200.0,16,707.37,20860000.0,0
5783300.0,19,917.89,28119000.0,0
8472400.0,3,283.36,8210000.0,0
7697500.0,2,56.24,25956000.0,1
918100.0,3,159.45,25812000.0,0
7621600.0,9,772.03,25938000.0,0
5415100.0,15,239.39,7480000.0,1
1888600.0,21,372.54,10176000.0,1
3472400.0,0,397.5,13002000.0,1
5092400.0,1,943.77,22904000.0,0
8588600.0,5,15.32,28719000.0,0
8819100.0,14,112.91,9233000.0,0
1021900.0,2,62.64,22356000.0,0
4422100.0,16,908.8,10285000.0,1
8435400.0,2,928.05,19304000.0,1
6024000.0,7,601.14,19610000.0,0
8551800.0,2,542.08,10619000.0,1
5973000.0,19,96.1,5997000.0,1
2231100.0,9,585.26,17190000.0,1
5029000.0,11,169.36,25061000.0,0
5152000.0,0,929.26,9157000.0,1
8940900.0,10,106.04,14181000.0,1
3558200.0,20,67.99,3819000.0,1
2350700.0,12,379.36,10936000.0,0
7488800.0,5,433.55,16460000.0,1
4196400.0,13,661.02,18082000.0,1
4844000.0,10,771.47,18252000.0,1
9765900.0,19,699.01,7314000.0,1
6746800.0,2,143.65,25317000.0,0
6718800.0,10,551.61,2451000.0,1
9338900.0,5,171.63,15777000.0,0
7163200.0,9,275.8,12269000.0,1
9547800.0,10,24.79,14462000.0,1
6333400.0,15,720.25,13566000.0,0
5874600.0,10,502.45,17694000.0,1
2843000.0,16,74.83,21265000.0,0
2308700.0,12,210.09,24116000.0,1
5315500.0,19,44.18,18138000.0,1
591500.0,2,764.85,29169000.0,0
1683700.0,11,422.7,27248000.0,0
7084000.0,12,10.91,10352000.0,1
6790400.0,19,464.27,21649000.0,0
284400.0,12,234.33,11909000.0,0
1632500.0,11,162.77,17637000.0,1
6178600.0,2,451.86,9790000.0,0
4077100.0,0,69.9,10544000.0,0
5890100.0,0,72.34,27839000.0,1
1287900.0,6,356.39,3641000.0,1
8625000.0,20,9.82,2381000.0,1
2590100.0,1,720.13,20796000.0,0
3744700.0,14,985.8,2799000.0,1
4494300.0,4,637.74,22868000.0,0
5928700.0,20,602.75,13045000.0,0
9805200.0,21,127.76,26228000.0,1
2095100.0,4,88.72,23812000.0,1
1624700.0,21,38.4,18565000.0,1
1454200.0,6,593.3,17502000.0,0
7747600.0,20,44.3,20630000.0,1
3825200.0,11,373.02,13565000.0,1
9269700.0,5,430.28,13081000.0,0
666500.0,14,783.09,3881000.0,0
5316000.0,7,74.91,28293000.0,1
7572600.0,5,422.63,9048000.0,1
5071300.0,16,236.71,25149000.0,0
4066600.0,15,818.17,25217000.0,1
8115300.0,2,499.35,10585000.0,1
5091500.0,15,842.9,21413000.0,1
9065500.0,9,287.54,12187000.0,0
2386800.0,16,401.48,3120000.0,0
5985000.0,19,393.63,3645000.0,0
6345200.0,17,47.64,10568000.0,1
9071400.0,3,6.33,27571000.0,0
933500.0,19,418.3,13204000.0,1
8057400.0,2,941.95,29343000.0,0
6835200.0,2,302.48,20837000.0,1
8606200.0,11,26.38,16680000.0,0
6089000.0,21,292.56,16669000.0,1
4538300.0,12,186.99,9362000.0,0
7963500.0,13,86.17,25285000.0,1
2842600.0,12,878.27,7950000.0,1
555100.0,18,348.86,2281000.0,0
7499900.0,11,435.84,9174000.0,1
8123900.0,13,20.94,18334000.0,1
8287000.0,13,641.73,24447000.0,1
4477400.0,20,379.57,5932000.0,0
7327000.0,4,727.19,3076000.0,0
7136700.0,4,21.74,22821000.0,0
2886200.0,21,652.71,17904000.0,0
7655600.0,7,685.81,20858000.0,0
9641900.0,21,740.72,5348000.0,1
3521700.0,4,707.65,27672000.0,0
2735200.0,4,583.59,12989000.0,0
5839000.0,10,724.0,16338000.0,0
8778200.0,17,457.44,6847000.0,0
6083300.0,19,265.44,18800000.0,0
9700500.0,17,35.04,18458000.0,0
9226200.0,14,201.93,14281000.0,0
7107500.0,0,799.96,10568000.0,1
7069200.0,15,682.06,3343000.0,0
1781400.0,14,165.31,5524000.0,1
3411200.0,5,787.22,7990000.0,1
8101600.0,6,143.15,14201000.0,1
4005200.0,3,178.63,29344000.0,0
2281300.0,8,590.92,22291000.0,1
632200.0,0,960.91,12888000.0,1
2231200.0,10,901.6,12910000.0,1
5771600.0,16,144.53,8349000.0,0
9241400.0,3,860.8,23537000.0,1
3915800.0,6,15.37,7937000.0,0
7895600.0,6,691.58,20947000.0,0
1288800.0,10,489.13,14088000.0,1
8227500.0,12,349.52,21408000.0,1
9275400.0,5,907.49,9724000.0,1
5026100.0,10,62.81,1251000.0,1
4548300.0,6,978.06,27647000.0,0
9081200.0,8,447.28,20011000.0,0
2279000.0,6,13.27,8903000.0,1
9206400.0,1,488.93,26789000.0,0
9175100.0,5,609.41,26301000.0,1
9575500.0,13,684.43,27677000.0,1
8911400.0,11,434.02,16828000.0,0
5257800.0,8,788.17,27551000.0,0
6818000.0,20,544.33,7283000.0,0
5330400.0,11,44.09,25718000.0,1
3018200.0,10,314.52,5422000.0,0
9906400.0,15,422.9,19803000.0,1
250700.0,17,234.11,22186000.0,0
2516000.0,9,544.98,13926000.0,1
9286500.0,4,202.75,6814000.0,1
9523100.0,6,37.54,29311000.0,0
2788900.0,23,907.54,14544000.0,1
9997800.0,1,113.0,9489000.0,0
8126600.0,5,505.93,26800000.0,0
7768800.0,18,358.16,19765000.0,0
5718900.0,7,186.31,12385000.0,1
3943300.0,14,80.76,17573000.0,1
93400.0,12,608.3,16662000.0,1
3656400.0,12,225.54,16534000.0,1
3748500.0,14,690.43,24154000.0,0
815800.0,20,82.87,28198000.0,1
846000.0,6,623.51,17782000.0,1
2634400.0,15,905.75,2045000.0,0
4944000.0,6,427.7,17784000.0,1
7741400.0,8,911.18,3862000.0,0
5889200.0,14,665.44,29436000.0,1
5410100.0,0,620.04,22028000.0,1
7966200.0,10,27.8,27967000.0,0
8480200.0,21,48.27,29824000.0,0
4399000.0,12,63.07,19750000.0,1
6072100.0,13,612.42,11333000.0,0
9212800.0,16,359.87,22745000.0,0
799000.0,7,834.41,6484000.0,0
6089500.0,11,342.44,18577000.0,0
7765300.0,22,717.72,25002000.0,1
4273900.0,16,717.44,26349000.0,1
7499700.0,10,958.22,3885000.0,1
8400500.0,16,264.98,29310000.0,1
7643700.0,7,453.34,1500000.0,1
5368500.0,14,865.33,4694000.0,1
7244000.0,15,255.79,6903000.0,1
7093600.0,2,103.28,6797000.0,0
