monto,hora,distancia_km,ingreso_mensual,fraude
27700.0,22,2.59,1660000.0,0
2218700.0,20,212.58,1954000.0,1
260900.0,11,1.0,12359000.0,0
108100.0,9,8.75,2910000.0,0
11500.0,9,11.56,2870000.0,0
70800.0,12,2.17,7200000.0,0
1394000.0,5,125.75,1496000.0,1
202500.0,17,4.74,2938000.0,0
80000.0,13,119.11,9470000.0,0
97400.0,9,16.92,3561000.0,0
30300.0,20,8.22,1424000.0,0
17300.0,18,8.61,2575000.0,0
317600.0,7,7.31,10571000.0,0
65200.0,6,6.58,12769000.0,0
227500.0,18,2.4,12210000.0,0
35000.0,13,8.78,1432000.0,0
48200.0,23,4.2,6027000.0,0
14500.0,16,3.83,3205000.0,0
45200.0,12,2.25,5190000.0,0
22700.0,21,2.37,3294000.0,0
3300.0,13,2.49,1424000.0,0
55700.0,13,9.91,2736000.0,0
125200.0,11,3.25,4841000.0,0
41000.0,16,4.46,1424000.0,0
50900.0,11,1.02,2975000.0,0
10600.0,20,5.2,2754000.0,0
30100.0,8,0.7,5959000.0,0
19400.0,9,1.9,1994000.0,0
32100.0,19,12.95,1424000.0,0
15800.0,17,4.01,1466000.0,0
35900.0,14,1.44,9821000.0,0
10100.0,23,2.31,1424000.0,0
110200.0,13,13.73,4453000.0,0
44100.0,7,1.51,7894000.0,0
41500.0,18,2.73,1743000.0,0
14600.0,14,91.51,1424000.0,0
7800.0,6,1025.76,1628000.0,0
10500.0,18,0.6,1424000.0,0
326100.0,22,0.92,5802000.0,0
49000.0,23,19.62,3336000.0,0
61500.0,15,3.25,3619000.0,0
8000.0,8,16.45,1543000.0,0
85800.0,21,2.22,3386000.0,0
48200.0,17,5.91,5000000.0,0
25100.0,10,48.25,1469000.0,0
27800.0,15,6.25,2803000.0,0
50600.0,8,99.37,2756000.0,0
93700.0,19,4.18,5163000.0,0
77500.0,15,3.0,5597000.0,0
37500.0,14,4.25,1540000.0,0
44000.0,20,3.21,1424000.0,0
6900.0,8,2.86,1424000.0,0
41700.0,11,14.35,1424000.0,0
35100.0,9,0.58,1752000.0,0
48700.0,20,1.8,3805000.0,0
62400.0,17,4.34,7223000.0,0
51200.0,12,760.13,4842000.0,0
12700.0,6,400.97,1713000.0,1
31300.0,10,1.59,4774000.0,0
437200.0,17,1.39,1424000.0,0
48400.0,6,4.03,4029000.0,0
65100.0,12,6.48,3726000.0,0
172100.0,17,3.38,11532000.0,0
4900.0,21,10.3,2177000.0,0
73100.0,14,9.11,1424000.0,0
56000.0,16,786.8,2778000.0,0
179100.0,1,11.25,5435000.0,0
103600.0,14,46.68,5060000.0,0
34000.0,15,5.12,9082000.0,0
130300.0,14,5.58,12769000.0,0
42100.0,16,5.69,3386000.0,0
11000.0,10,4.66,5389000.0,0
4000.0,19,1.21,2609000.0,0
23300.0,13,81.78,4193000.0,0
9100.0,17,1.04,1424000.0,0
5200.0,22,2.03,3638000.0,0
4500.0,15,11.17,1424000.0,0
51200.0,20,3.77,5598000.0,0
117500.0,13,4.58,5959000.0,0
25900.0,10,5.27,1424000.0,0
188700.0,5,10.4,2689000.0,0
58700.0,14,38.29,2876000.0,0
5600.0,17,25.56,2815000.0,0
18100.0,14,2.33,2205000.0,0
70000.0,11,3.33,4713000.0,0
38400.0,20,3.22,3834000.0,0
154000.0,21,6.89,4598000.0,0
36800.0,12,7.05,3498000.0,0
17400.0,11,9.5,2569000.0,0
76900.0,14,8.18,1532000.0,0
159700.0,19,2.17,22838000.0,0
220300.0,12,11.32,8032000.0,0
10900.0,11,11.55,2241000.0,0
12000.0,11,13.85,1424000.0,0
35500.0,19,1.9,3755000.0,0
238400.0,17,4.22,10342000.0,0
33100.0,21,11.72,4223000.0,0
160600.0,15,5.49,3800000.0,0
1433000.0,2,8.35,2855000.0,1
10100.0,10,3.58,2927000.0,0
61700.0,12,35.22,1424000.0,0
57400.0,6,0.51,2875000.0,0
43600.0,21,1.23,13444000.0,0
54700.0,13,46.44,3050000.0,0
71800.0,17,9.67,5388000.0,0
73700.0,20,1.66,3523000.0,0
60500.0,11,12.94,6021000.0,0
158600.0,19,1.6,4868000.0,0
17300.0,15,2.7,2298000.0,0
120400.0,17,75.72,1825000.0,0
4900.0,15,0.54,5721000.0,0
63900.0,7,5.68,2816000.0,0
9100.0,10,2.61,1470000.0,0
31700.0,20,0.26,5950000.0,0
10300.0,12,2.13,1424000.0,0
3400.0,18,2.69,1585000.0,0
18300.0,21,75.88,2991000.0,0
68500.0,21,23.94,3000000.0,0
29100.0,13,9.13,4308000.0,0
55100.0,9,2.53,1424000.0,0
7100.0,21,0.79,3155000.0,0
22700.0,18,11.23,1424000.0,0
1200.0,18,7.74,1424000.0,0
18400.0,12,8.8,6076000.0,0
2224800.0,1,96.61,1424000.0,1
20500.0,13,4.94,1424000.0,0
90600.0,13,3.77,1824000.0,0
524000.0,9,0.54,14363000.0,0
474700.0,15,0.22,6034000.0,0
13900.0,21,26.82,1624000.0,0
40400.0,17,20.88,6738000.0,0
11600.0,0,2.07,3225000.0,0
9700.0,11,6.19,1424000.0,0
46800.0,12,7.05,3726000.0,0
50200.0,19,873.68,2302000.0,0
17000.0,22,0.69,2257000.0,0
41200.0,15,2.79,2816000.0,0
53700.0,17,7.95,16325000.0,0
19900.0,7,9.96,2546000.0,0
28900.0,17,635.57,1424000.0,0
109300.0,20,2.3,5182000.0,0
27600.0,12,1173.7,7860000.0,0
4177000.0,8,2.48,84975000.0,0
17800.0,13,8.6,12053000.0,0
1400.0,16,3.42,1678000.0,0
9500.0,19,1.18,2770000.0,0
76100.0,8,37.84,2074000.0,0
24900.0,20,6.57,1884000.0,0
100300.0,13,3.27,4233000.0,0
41600.0,21,1.0,2675000.0,0
445700.0,20,1.07,10401000.0,0
20200.0,11,1.97,1424000.0,0
24800.0,17,29.4,1424000.0,0
370500.0,18,1.36,5014000.0,0
210500.0,20,2.63,30578000.0,0
7500.0,22,14.29,1424000.0,0
57600.0,6,840.43,2748000.0,0
7500.0,13,1.69,1424000.0,0
12700.0,19,6.49,1424000.0,0
502700.0,19,6.42,32926000.0,0
9600.0,13,0.87,1825000.0,0
126200.0,11,3.24,9348000.0,0
50300.0,19,1.37,4774000.0,0
10900.0,18,3.56,1456000.0,0
13200.0,10,16.84,1424000.0,0
12500.0,18,3.13,4624000.0,0
74300.0,15,2.85,3886000.0,0
67700.0,20,20.71,3834000.0,0
96400.0,7,1.98,4907000.0,0
17100.0,17,466.89,1424000.0,1
38900.0,16,11.76,1424000.0,0
26300.0,14,1.12,2678000.0,0
2170200.0,11,3.07,11297000.0,0
82000.0,5,0.62,4200000.0,0
6600.0,18,3.7,2301000.0,0
9400.0,19,1.32,1424000.0,0
24400.0,7,14.7,5273000.0,0
198800.0,9,68.08,14562000.0,0
134300.0,23,1.12,9083000.0,0
90100.0,6,10.67,6175000.0,0
89900.0,9,410.35,2401000.0,0
19500.0,14,2.76,1424000.0,0
94000.0,8,1.2,1424000.0,0
152300.0,22,2.43,4430000.0,0
17200.0,15,4.06,3274000.0,0
71100.0,21,13.74,9083000.0,0
13800.0,13,5.22,3878000.0,0
31400.0,23,5.31,1800000.0,0
55900.0,13,2.01,24525000.0,0
133800.0,10,2.03,4693000.0,0
41300.0,15,11.17,3641000.0,0
125000.0,9,1.1,3106000.0,0
48400.0,13,2.89,1424000.0,0
5200.0,22,3.49,3106000.0,0
81600.0,0,2.17,10555000.0,0
412300.0,21,10.75,10259000.0,0
28200.0,1,44.5,3070000.0,0
38000.0,10,129.12,2620000.0,0
34300.0,20,3.64,2219000.0,0
52800.0,7,12.75,1904000.0,0
42700.0,21,4.03,2704000.0,0
16500.0,16,2.42,2645000.0,0
40600.0,16,1.73,1688000.0,0
126200.0,8,3.9,8272000.0,0
43200.0,17,23.89,8711000.0,0
113500.0,14,83.04,8711000.0,0
12500.0,16,2.4,7458000.0,0
6200.0,16,1.6,9271000.0,0
17800.0,17,9.51,3504000.0,0
21300.0,12,5.99,3000000.0,0
2900.0,16,5.37,3151000.0,0
37000.0,15,3.99,3205000.0,0
6300.0,17,8.89,1424000.0,0
48900.0,20,7.3,4921000.0,0
41300.0,14,18.29,3555000.0,0
67400.0,16,8.71,2778000.0,0
12900.0,13,4.97,2706000.0,0
84400.0,6,8.65,3776000.0,0
78800.0,18,1.89,6960000.0,0
5600.0,10,0.95,2271000.0,0
12200.0,11,58.88,1991000.0,0
121800.0,8,3.51,2961000.0,0
4300.0,12,35.4,2661000.0,0
68400.0,7,19.73,3367000.0,0
343200.0,14,2.14,14363000.0,0
575700.0,9,0.52,22570000.0,0
36500.0,20,112.94,3877000.0,0
58800.0,17,1.9,4378000.0,0
45100.0,21,7.96,1424000.0,0
114200.0,21,3.42,5056000.0,0
60500.0,11,8.57,1806000.0,0
177900.0,12,87.67,3823000.0,0
24100.0,14,1.41,2750000.0,0
53100.0,13,1.55,5484000.0,0
46200.0,9,1.89,5708000.0,0
193700.0,18,1.98,3210000.0,0
38000.0,13,2.89,1424000.0,0
37000.0,15,2.91,9012000.0,0
165600.0,19,0.75,4715000.0,0
68700.0,10,2.24,4177000.0,0
6100.0,9,0.76,1749000.0,0
33200.0,15,2.57,5270000.0,0
51800.0,14,10.02,1424000.0,0
20800.0,23,2.81,2544000.0,0
36600.0,18,2.97,5016000.0,0
89200.0,11,3.82,4256000.0,0
13500.0,9,3.31,1424000.0,0
50300.0,7,3.67,6699000.0,0
8600.0,22,1.92,1424000.0,0
16300.0,20,8.1,3155000.0,0
838600.0,11,3.85,9348000.0,0
20000.0,18,49.24,1424000.0,0
146400.0,15,0.33,7262000.0,0
9700.0,0,8.65,3088000.0,0
23200.0,20,59.95,7588000.0,0
35700.0,11,4.2,1424000.0,0
10700.0,15,12.4,3294000.0,0
105800.0,18,8.55,2881000.0,0
57300.0,8,9.44,1821000.0,0
380600.0,19,1.06,10366000.0,0
31400.0,20,2.71,3283000.0,0
33100.0,21,13.62,1843000.0,0
88300.0,21,96.18,5706000.0,0
7100.0,21,84.22,2219000.0,0
25300.0,15,2.83,2827000.0,0
7500.0,23,4.13,2754000.0,0
20700.0,15,113.84,1424000.0,0
89000.0,17,1.21,11496000.0,0
35000.0,18,5.03,5484000.0,0
16700.0,17,117.31,6303000.0,0
65800.0,10,2.0,1608000.0,0
93800.0,14,3.52,5978000.0,0
1700.0,17,5.14,2358000.0,0
145100.0,15,3.64,5552000.0,0
26700.0,8,5.47,13582000.0,0
15000.0,13,6.22,1614000.0,0
544800.0,13,5.28,1424000.0,1
33400.0,19,1.9,1424000.0,0
56100.0,12,4.23,2288000.0,0
10700.0,13,0.97,1424000.0,0
41300.0,18,8.94,7795000.0,0
15400.0,19,4.49,2698000.0,0
34300.0,19,1.92,3006000.0,0
66400.0,7,2.7,9981000.0,0
372800.0,16,2.12,6085000.0,0
53200.0,0,2.85,1424000.0,0
31500.0,17,2.22,2385000.0,0
36400.0,22,22.24,2131000.0,0
335500.0,16,26.08,5802000.0,0
91000.0,21,1.34,5225000.0,0
14800.0,18,6.02,1424000.0,0
2268000.0,18,5.6,3308000.0,0
28100.0,15,4.01,4073000.0,0
1033600.0,17,6.0,5732000.0,0
45600.0,12,149.97,3582000.0,0
81100.0,13,1.49,4306000.0,0
7100.0,15,12.31,1424000.0,0
47200.0,21,4.96,11397000.0,0
683600.0,11,7.41,6147000.0,0
41700.0,17,8.06,5190000.0,0
26400.0,10,76.6,7023000.0,0
7600.0,13,20.01,3064000.0,0
35700.0,11,13.75,8055000.0,0
21200.0,13,2.93,1424000.0,0
94400.0,13,1.06,18155000.0,0
191200.0,11,10.64,2286000.0,0
119600.0,20,3.47,4231000.0,0
16500.0,11,1.51,2984000.0,0
14800.0,13,5.34,1424000.0,0
177600.0,12,1.38,6955000.0,0
23000.0,15,2.25,1424000.0,0
19000.0,21,17.08,3030000.0,0
124700.0,8,25.18,3438000.0,0
1510900.0,22,6.48,84975000.0,0
103800.0,11,5.9,4193000.0,0
52100.0,23,1.35,3828000.0,0
1762900.0,17,7.12,24054000.0,0
57400.0,21,13.1,5911000.0,0
92500.0,16,0.94,2619000.0,0
12900.0,1,5.92,1976000.0,0
18600.0,21,6.89,2844000.0,0
86700.0,9,4.55,1806000.0,0
107300.0,18,10.18,2511000.0,0
14400.0,21,6.82,1890000.0,0
75300.0,15,4.25,3538000.0,0
92100.0,16,3.07,5614000.0,0
22700.0,14,2.92,1424000.0,0
73900.0,15,3.12,1424000.0,0
91100.0,9,8.3,4460000.0,0
75600.0,9,5.77,3210000.0,0
102700.0,19,0.99,15228000.0,0
37600.0,11,3.21,4955000.0,0
4300.0,19,6.55,1554000.0,0
368800.0,19,1.34,4669000.0,0
107900.0,12,9.93,5603000.0,0
257300.0,7,6.37,6690000.0,0
197400.0,13,1.99,2654000.0,0
65400.0,13,1.24,3155000.0,0
31000.0,18,5.02,1424000.0,0
17500.0,22,2.15,2184000.0,0
38600.0,10,21.98,2358000.0,0
22400.0,9,2.37,1424000.0,0
5600.0,23,3.14,4404000.0,0
20900.0,23,5.28,1811000.0,0
14500.0,21,13.48,1772000.0,0
6000.0,13,2.82,1424000.0,0
82200.0,12,114.71,2975000.0,0
132500.0,13,2.03,2169000.0,0
118100.0,22,1.76,2280000.0,0
65200.0,19,0.96,3608000.0,0
4644900.0,15,8.31,4335000.0,0
63300.0,9,129.94,6940000.0,0
396400.0,11,1.85,1971000.0,0
11900.0,19,12.83,2937000.0,0
21300.0,11,3.1,10396000.0,0
9000.0,13,5.64,3077000.0,0
1702100.0,12,4.92,4912000.0,0
10200.0,8,3.25,1565000.0,0
9900.0,8,3.13,1424000.0,0
94700.0,10,5.98,4947000.0,0
51700.0,19,2.46,7038000.0,0
89600.0,11,4.21,2765000.0,0
35100.0,17,4.03,4034000.0,0
17000.0,20,1.17,1424000.0,0
89700.0,13,10.95,8688000.0,0
19500.0,9,3.43,4177000.0,0
58200.0,4,1.2,2818000.0,0
10400.0,9,1.13,1424000.0,0
69800.0,7,2.53,1456000.0,0
7100.0,16,4.53,1627000.0,0
201500.0,13,32.18,7931000.0,0
24900.0,23,2.52,3489000.0,0
218400.0,19,2.02,3175000.0,0
58200.0,8,2.79,5279000.0,0
47700.0,20,36.47,2013000.0,0
22000.0,18,3.61,3003000.0,0
9600.0,18,23.17,3000000.0,0
110000.0,7,4.64,6357000.0,0
74600.0,11,1.32,1446000.0,0
56300.0,12,1.66,3274000.0,0
12300.0,9,4.72,1531000.0,0
6400.0,13,2.1,1939000.0,0
22800.0,5,0.5,6110000.0,0
9900.0,18,3.53,2270000.0,0
23600.0,17,1.5,3442000.0,0
9200.0,18,49.8,4707000.0,0
15600.0,19,2.86,6153000.0,0
66100.0,19,1.3,9930000.0,0
34500.0,18,14.79,1496000.0,0
122800.0,16,9.27,3948000.0,0
404200.0,20,3.65,4008000.0,0
44400.0,16,3.53,1424000.0,0
61500.0,17,7.35,17706000.0,0
218200.0,8,3.43,7069000.0,0
47200.0,14,2.09,8159000.0,0
186800.0,12,3.5,5203000.0,0
80800.0,18,4.24,1424000.0,0
35800.0,14,2.87,1424000.0,0
141100.0,15,0.77,7110000.0,0
21900.0,21,1.58,1424000.0,0
29700.0,12,5.73,2861000.0,0
35200.0,11,35.16,2875000.0,0
20000.0,13,1.92,2660000.0,0
66400.0,14,4.46,5384000.0,0
21500.0,20,4.06,5014000.0,0
18700.0,19,1.92,1480000.0,0
682900.0,22,3.4,17107000.0,0
15300.0,16,11.6,1424000.0,0
49000.0,11,1.22,2436000.0,0
19000.0,16,0.63,1477000.0,0
33100.0,11,11.7,3720000.0,0
29900.0,13,3.2,1424000.0,0
112800.0,16,1.66,1911000.0,0
41100.0,13,26.42,1567000.0,0
46300.0,21,0.56,4193000.0,0
6500.0,14,2.12,1424000.0,0
50100.0,18,7.23,6807000.0,0
18300.0,17,108.47,1424000.0,0
53600.0,7,143.56,2662000.0,0
28000.0,10,1.8,2870000.0,0
22800.0,8,68.19,1991000.0,0
10400.0,15,3.22,1687000.0,0
83800.0,17,12.86,9552000.0,0
61000.0,11,5.82,5911000.0,0
4100.0,18,2.81,1724000.0,0
255200.0,18,4.48,5646000.0,0
24100.0,8,2.07,1424000.0,0
2458200.0,11,5.73,2078000.0,0
14400.0,21,61.48,1788000.0,0
28200.0,14,4.42,1424000.0,0
65000.0,8,1.53,2052000.0,0
15200.0,15,2.69,2033000.0,0
8700.0,7,2.89,1808000.0,0
10300.0,21,5.9,1424000.0,0
132600.0,12,6.93,6110000.0,0
19700.0,15,1.2,1582000.0,0
18200.0,18,12.99,1424000.0,0
389500.0,15,2.76,1424000.0,0
52300.0,21,1.35,7702000.0,0
12600.0,16,2.15,1424000.0,0
24000.0,12,12.81,2052000.0,0
50400.0,18,219.11,7875000.0,0
132700.0,22,10.67,2883000.0,0
125000.0,12,6.62,7639000.0,0
10600.0,16,1.51,4168000.0,0
187000.0,10,1.19,6489000.0,0
15300.0,15,5.16,1424000.0,0
139900.0,10,6.0,12376000.0,0
17200.0,18,2.31,1779000.0,0
235200.0,12,2.79,5405000.0,0
58200.0,13,6.69,4936000.0,0
15100.0,22,2.28,1612000.0,0
13200.0,17,9.5,3084000.0,0
13800.0,10,16.03,12769000.0,0
143300.0,10,1.31,4672000.0,0
26400.0,18,11.72,2917000.0,0
73300.0,14,1.29,4046000.0,0
8100.0,11,13.07,1424000.0,0
60600.0,18,13.61,1909000.0,0
25100.0,18,1.59,5728000.0,0
9500.0,20,14.03,5136000.0,0
3900.0,14,866.89,1424000.0,1
42500.0,11,3.2,1424000.0,0
66200.0,8,41.71,1584000.0,0
64100.0,10,2.79,5794000.0,0
3025400.0,15,8.18,5222000.0,0
927700.0,14,7.31,12913000.0,0
58000.0,12,3.32,1806000.0,0
33900.0,10,1.78,1424000.0,0
27700.0,11,4.05,4704000.0,0
73700.0,4,7.32,5140000.0,0
53100.0,10,7.8,1641000.0,0
24700.0,8,24.01,1424000.0,0
161800.0,14,2.97,4963000.0,0
107500.0,15,1.12,5526000.0,0
48900.0,23,7.8,6960000.0,0
45700.0,13,21.19,2495000.0,0
12000.0,15,4.9,1424000.0,0
2400.0,4,715.24,1852000.0,1
57400.0,20,27.66,14494000.0,0
8700.0,18,7.2,4375000.0,0
5700.0,10,45.01,1424000.0,0
297000.0,12,5.81,5911000.0,0
47600.0,8,4.68,4028000.0,0
461600.0,11,1.96,16778000.0,0
15100.0,19,89.46,2526000.0,0
46300.0,13,1.61,3152000.0,0
20100.0,20,20.57,1424000.0,0
217200.0,17,114.0,3122000.0,0
10900.0,11,2.61,1424000.0,0
71000.0,22,24.66,3822000.0,0
20175400.0,19,3.75,16831000.0,0
7900.0,7,2.55,1760000.0,0
48100.0,14,4.43,3247000.0,0
68700.0,11,8.42,9040000.0,0
11000.0,15,6.62,1573000.0,0
5300.0,13,2.58,1459000.0,0
127000.0,1,2.99,6027000.0,0
52800.0,20,3.53,4069000.0,0
345600.0,13,3.84,1993000.0,0
10800.0,11,7.57,1835000.0,0
546600.0,13,16.08,5272000.0,0
36400.0,12,1.89,3240000.0,0
32700.0,21,1.03,2881000.0,0
13213200.0,7,1071.99,10915000.0,1
30400.0,8,13.48,4875000.0,0
26200.0,17,1.97,1424000.0,0
14900.0,9,8.02,1890000.0,0
53500.0,21,3.36,6315000.0,0
485100.0,17,7.96,7961000.0,0
26500.0,7,1.69,1742000.0,0
46800.0,15,6.79,10847000.0,0
5400.0,20,1.46,1816000.0,0
8600.0,20,125.51,1424000.0,0
201400.0,8,2.24,9939000.0,0
80400.0,11,2.42,1972000.0,0
125400.0,12,18.13,3032000.0,0
18600.0,15,5.42,1424000.0,0
153300.0,10,7.85,3084000.0,0
224800.0,12,7.27,4008000.0,0
282400.0,13,9.94,3727000.0,0
148600.0,9,2.34,6294000.0,0
1116500.0,11,1.67,2232000.0,0
121000.0,23,0.37,18187000.0,0
16700.0,11,1.26,1424000.0,0
19400.0,20,4.45,1800000.0,0
163100.0,5,1.48,1997000.0,1
1234100.0,13,2.26,24525000.0,0
54700.0,7,2.67,5510000.0,0
9500.0,13,1.69,1554000.0,0
28500.0,17,8.8,2013000.0,0
8300.0,18,5.58,3044000.0,0
20000.0,12,8.58,1424000.0,0
46200.0,10,3.01,3540000.0,0
31400.0,22,4.75,4006000.0,0
32300.0,5,5.84,3263000.0,0
75100.0,17,5.25,3641000.0,0
84900.0,12,91.66,5465000.0,0
30800.0,6,5.35,2337000.0,0
1589900.0,17,1.16,28736000.0,0
8800.0,13,2.85,1424000.0,0
240200.0,17,1.68,18214000.0,0
164000.0,11,14.29,6062000.0,0
240200.0,11,3.82,10571000.0,0
21600.0,12,122.32,1687000.0,0
25000.0,19,14.39,4963000.0,0
298800.0,19,2.53,23268000.0,0
308400.0,16,8.69,3240000.0,0
26900.0,16,24.5,1529000.0,0
2463900.0,16,8.48,4804000.0,0
105400.0,14,3.09,2429000.0,0
131800.0,7,4.96,5706000.0,0
63500.0,17,1.36,10207000.0,0
7200.0,15,3.16,2475000.0,0
22500.0,19,1.8,1994000.0,0
69500.0,22,3.4,2876000.0,0
26700.0,12,4.99,2549000.0,0
394900.0,21,0.92,4536000.0,0
22200.0,13,3.01,1424000.0,0
4210300.0,14,12.77,5468000.0,0
133900.0,14,4.1,3807000.0,0
5600.0,13,2.04,1424000.0,0
82700.0,16,2.66,5597000.0,0
112200.0,10,8.66,4802000.0,0
37300.0,13,8.55,3523000.0,0
68300.0,10,5.6,12288000.0,0
266700.0,15,5.12,12081000.0,0
207200.0,9,5.12,3753000.0,0
311000.0,13,1.04,10912000.0,0
16800.0,6,2.69,9188000.0,0
273800.0,10,6.88,4521000.0,0
38300.0,8,2.66,4339000.0,0
18300.0,21,25.27,1810000.0,0
131000.0,22,7.73,5458000.0,0
16000.0,11,2.37,2130000.0,0
103800.0,17,5.82,2504000.0,0
53800.0,20,5.33,3545000.0,0
32400.0,20,2.26,1424000.0,0
79600.0,16,0.93,2306000.0,0
15300.0,19,3.87,3635000.0,0
12800.0,9,2.57,5410000.0,0
353100.0,10,1.33,12293000.0,0
10600.0,17,53.87,4166000.0,0
63700.0,22,24.79,3746000.0,0
367200.0,20,3.35,12359000.0,0
42700.0,10,16.29,8434000.0,0
300600.0,19,19.4,8499000.0,0
72100.0,12,7.07,14913000.0,0
16900.0,20,27.49,1424000.0,0
11800.0,5,4.11,2128000.0,0
37800.0,21,10.63,3627000.0,0
4600.0,12,11.03,2656000.0,0
245500.0,18,4.13,5646000.0,0
12900.0,19,4.38,1424000.0,0
8900.0,11,2.07,1424000.0,0
15300.0,17,8.27,2017000.0,0
57000.0,14,40.75,3527000.0,0
40900.0,19,1.58,3256000.0,0
27100.0,16,1.35,6197000.0,0
620100.0,1,369.38,12021000.0,0
83300.0,15,45.4,1424000.0,0
25800.0,14,0.86,2410000.0,0
13200.0,13,3.11,3590000.0,0
6300.0,11,852.88,1424000.0,0
22900.0,19,39.65,2270000.0,0
139500.0,17,1.58,13027000.0,0
340300.0,16,2.83,8753000.0,0
88300.0,12,12.97,3305000.0,0
17100.0,22,1.35,1424000.0,0
27700.0,12,4.82,3805000.0,0
84000.0,11,1.2,2994000.0,0
102500.0,3,11.84,1424000.0,0
532600.0,22,1.4,8428000.0,0
65300.0,23,3.77,1613000.0,0
76400.0,17,4.14,8472000.0,0
57400.0,1,4.29,1424000.0,0
66900.0,12,3.06,1910000.0,0
12500.0,7,1.52,1424000.0,0
228100.0,19,4.97,2678000.0,0
22600.0,19,147.57,4921000.0,0
379400.0,20,4.31,51331000.0,0
164800.0,6,3.7,11349000.0,0
15000.0,15,6.77,1424000.0,0
233500.0,6,1.35,11368000.0,0
58000.0,21,6.43,5960000.0,0
7300.0,22,8.15,5492000.0,0
175300.0,11,3.88,5129000.0,0
54600.0,8,6.33,3346000.0,0
7600.0,12,2.89,1648000.0,0
5400.0,16,1.25,3759000.0,0
8300.0,10,8.46,1424000.0,0
